,H1-PelletTriflic-Fl-R1,H1-PelletTriflic-Fl-R2,H1-PelletTriflic-Fl-R3,H1-SonicSupTriflic-V2-R1,H1-SonicSupTriflic-V2-R2,H1-SonicSupTriflic-V2-R3,H1-wholetriflic-R1,H1-wholetriflic-R2,H1-wholetriflic-R3
56779021,2,3,5,0,0,0,4,6,6
56786586,7,11,9,32,29,29,13,10,11
56786783,3,1,6,0,0,0,2,6,9
56790193,7,8,6,9,7,6,6,12,6
56798577,4,4,5,11,7,10,3,4,4
56803484,7,8,6,10,7,6,6,12,6
56813841,51,46,51,8,6,3,50,53,39
56815607,14,18,15,0,0,0,12,14,14
56827758,0,0,0,9,11,11,0,0,0
56849055,8,7,7,2,5,4,5,4,3
56850418,0,2,1,2,8,9,6,0,2
56852597,0,2,1,0,0,0,0,0,4
56856871,5,3,4,0,0,0,0,0,0
56857209,2,2,2,0,0,0,3,4,2
56866662,0,0,0,1,2,2,7,7,6
56874442,7,2,3,8,10,9,8,10,11
56886384,4,8,5,0,0,0,4,3,1
56890477,3,1,2,0,0,0,0,2,0
56895760,34,27,39,79,76,84,33,35,30
56895823,6,8,4,0,0,0,9,10,10
56901014,2,3,0,0,0,0,1,2,3
56901494,15,22,21,3,4,0,17,18,16
56903538,5,5,4,0,0,0,7,5,4
56905156,5,2,0,0,0,2,0,0,0
56915883,12,15,10,12,15,16,8,8,4
56916600,0,0,0,1,8,0,0,0,0
56917235,17,17,13,21,25,28,40,36,36
56920468,7,4,4,26,31,21,7,9,7
56923905,10,10,14,0,0,0,13,12,9
56924487,6,4,4,4,6,8,0,0,0
56925762,5,7,8,0,0,0,0,6,0
56927716,0,0,0,10,9,11,3,4,3
56935916,6,8,5,0,0,0,7,9,5
56936667,2,2,3,0,0,0,6,5,6
56937313,0,0,0,11,5,3,2,3,3
56937959,21,17,19,30,32,33,9,0,10
56938880,0,0,0,19,26,24,0,1,1
56944123,7,3,2,11,13,11,9,9,6
56945065,4,5,5,0,1,0,5,4,4
56946912,0,4,0,0,0,0,3,6,4
56947983,0,0,0,3,5,2,0,0,0
56948396,4,2,4,29,24,29,0,3,4
56951306,0,0,0,11,9,8,0,0,0
56952087,0,0,0,8,6,7,0,0,0
56954065,5,3,6,21,19,22,0,1,3
56962396,0,0,0,7,5,4,0,0,0
56962867,0,2,0,0,0,0,0,0,0
56971956,0,0,0,7,0,4,0,0,0
56998231,4,6,7,0,2,2,16,16,18
57000332,2,2,0,4,0,3,3,2,2
57001208,2,2,3,0,0,0,6,5,6
57014041,1,0,0,0,6,2,0,0,0
57027218,19,16,19,32,32,29,22,18,23
57029745,31,39,33,27,30,25,32,27,31
57032558,23,19,17,28,21,29,19,27,28
57033043,3,3,0,0,0,0,0,0,0
57038902,17,17,17,0,0,1,16,18,16
57043772,0,0,0,3,5,3,0,0,0
57061431,0,2,2,0,0,0,7,2,1
57081986,3,0,4,3,2,2,0,2,0
57089264,3,8,6,30,33,24,0,0,1
57094363,3,4,0,2,6,6,3,3,4
57096418,0,0,0,10,8,10,0,0,0
57097474,1,0,0,4,1,0,5,0,0
57098781,0,0,0,0,0,0,2,2,1
57100513,29,27,16,17,19,18,27,22,12
57100601,36,28,30,52,60,53,54,44,51
57105909,2,2,3,0,0,0,6,5,6
57109602,2,0,0,16,16,13,0,0,0
57109875,0,0,0,3,3,2,0,0,0
57110947,0,0,0,4,8,7,0,0,0
57118414,3,7,5,42,39,41,0,0,0
57118738,6,2,0,0,0,2,0,0,0
57121993,11,12,12,0,0,0,11,17,10
57122844,5,0,0,18,13,20,0,0,0
57125904,2,0,0,6,8,5,2,0,1
57126094,0,0,0,32,26,25,12,11,12
57128808,0,0,0,15,8,16,0,0,0
57139177,1,2,0,11,9,7,1,2,2
57150804,12,3,2,0,0,0,8,9,7
57174569,3,2,4,17,14,14,0,0,0
57177404,6,7,3,18,23,20,5,3,3
57182197,0,0,0,4,2,3,0,0,0
57190193,4,3,3,0,0,0,0,0,0
57195031,18,21,23,15,13,17,12,15,10
57198195,2,6,5,6,4,5,1,2,0
57201191,1,0,0,0,0,0,3,1,0
57202176,0,0,0,8,7,8,0,0,0
57212070,6,3,2,11,8,10,0,0,0
57213924,0,0,0,5,3,3,0,0,0
57221064,0,2,2,5,6,6,5,10,8
57221749,4,0,1,1,0,0,0,4,6
57234425,18,15,18,18,22,23,11,19,13
57236094,2,5,2,0,0,0,0,0,0
57242630,17,14,17,0,0,0,23,23,19
57245070,0,0,0,0,4,0,0,0,0
57246935,0,0,0,4,2,3,0,0,0
57252855,0,0,0,3,4,4,0,0,0
57256848,11,13,16,0,0,0,9,16,11
57303155,8,11,13,0,0,0,11,8,7
57325151,4,6,6,1,0,0,4,7,5
57340042,0,0,0,6,4,7,0,0,0
57352330,4,4,3,3,1,2,3,3,4
57355108,2,2,3,0,0,0,6,5,6
57366109,11,8,4,0,0,0,8,8,6
57369968,3,0,0,12,11,10,1,4,0
57370377,0,0,3,0,0,0,0,0,1
57373182,2,0,1,0,0,0,0,0,2
57373556,4,0,0,0,0,0,0,0,0
57375765,4,8,5,0,0,0,7,4,5
57376663,10,11,12,12,11,9,4,2,2
57378594,6,7,5,0,0,0,13,3,7
57379284,2,4,3,0,0,0,5,8,4
57392591,3,2,3,0,0,0,0,0,0
57419380,4,3,6,0,0,0,4,5,2
57421865,0,2,0,0,0,0,6,7,11
57424518,3,5,4,17,15,17,0,0,0
57445358,1,4,4,0,0,0,0,0,0
57447894,2,0,0,0,0,0,0,0,1
57453375,6,8,7,11,9,10,6,8,6
57476805,0,0,0,9,14,9,0,0,0
57511620,9,6,9,0,0,0,15,16,10
57513431,15,14,12,20,18,20,18,15,13
57519001,0,0,3,0,2,0,0,0,0
57520254,9,11,9,12,13,12,9,5,8
57525942,6,7,3,5,7,9,4,4,3
57528177,0,2,2,3,2,5,0,0,0
57535441,0,2,4,0,0,0,6,5,0
57550208,0,0,0,13,12,15,1,0,0
57563016,0,0,0,4,6,5,0,3,0
57565395,3,3,7,0,0,0,0,2,1
57568877,2,2,3,0,0,0,6,5,6
57577649,4,2,5,2,5,4,4,5,3
57588400,5,4,4,7,5,7,3,4,2
57593447,2,3,0,4,0,3,3,2,2
57596771,0,0,0,0,0,0,5,4,4
57602627,59,61,61,0,0,0,52,52,46
57613719,0,0,0,5,1,2,0,0,0
57616187,11,8,6,21,16,17,4,5,5
57619266,0,0,0,10,10,10,3,0,0
57621203,32,31,35,5,7,8,27,23,21
57621498,11,13,14,0,0,0,3,0,3
57644708,17,14,13,0,0,0,13,14,17
57648897,0,0,1,0,0,4,1,0,1
57651347,9,3,6,0,0,0,0,3,3
57658806,20,19,18,2,5,6,22,22,22
57659833,3,3,2,0,0,0,2,5,5
57661643,0,0,0,5,1,2,0,0,0
57666448,0,1,3,0,0,0,2,1,0
57674906,0,3,0,0,0,0,6,0,0
57681464,40,40,36,139,138,133,37,40,32
57684105,0,0,0,3,3,4,0,0,0
57696082,3,2,6,1,5,2,0,2,2
57696478,16,18,14,0,0,0,14,16,15
57699068,0,1,0,0,5,7,0,0,0
57699664,6,8,2,0,0,0,5,7,5
57700816,0,0,0,0,0,0,1,3,0
57701838,5,2,2,0,0,0,5,5,6
57715082,4,5,5,0,0,0,0,0,0
57729363,12,8,8,6,4,7,12,12,12
57735282,15,14,16,0,0,0,15,15,13
57741843,0,0,0,12,12,15,0,0,0
57743891,21,21,23,0,0,0,20,17,15
57746428,3,2,3,0,0,0,0,0,0
57746537,2,2,3,0,0,0,6,5,6
57769961,5,3,6,39,39,38,5,2,2
57771631,0,2,2,4,7,6,6,9,5
57772040,0,0,0,3,7,10,0,0,0
57779317,6,2,4,27,26,31,2,4,0
57814241,25,27,27,41,39,35,14,16,19
57819723,3,3,6,4,0,6,3,2,2
57821908,8,13,15,15,9,6,18,13,12
57826602,5,2,2,0,0,0,5,5,6
57831361,6,7,5,0,0,0,13,3,7
57841642,0,0,0,6,3,4,0,0,0
57852928,0,0,0,12,13,14,0,0,0
57858569,4,0,0,0,0,0,4,5,0
57863964,1,2,1,0,0,0,3,4,1
57868542,0,0,0,12,12,12,0,0,0
57869016,0,0,0,12,11,16,0,0,0
57870465,0,0,0,6,4,2,0,0,0
57876845,8,9,9,0,0,0,13,12,17
57932979,8,7,7,2,2,0,8,6,8
57946037,3,2,0,0,0,0,1,2,0
57957144,3,4,5,2,0,2,0,2,2
57969630,3,6,7,0,0,0,7,4,5
57974795,0,0,0,7,4,6,0,0,0
57977171,3,0,0,0,0,0,0,0,0
57980588,0,0,0,4,6,5,0,1,1
57998125,0,0,0,15,15,22,0,0,0
57999348,0,0,0,1,3,2,0,0,0
58028775,0,1,0,0,0,0,4,6,5
58029801,0,0,0,6,3,1,0,0,0
58033748,23,20,23,6,5,8,16,17,15
58041320,3,3,2,0,0,0,2,5,4
58042503,0,3,2,5,10,7,9,13,13
58043383,45,45,52,5,7,4,48,48,43
58048009,0,0,0,7,5,4,0,2,0
58064589,30,25,31,4,6,6,24,21,20
58064839,2,2,1,6,5,5,0,0,0
58120150,0,0,2,22,20,22,6,7,4
58126473,0,0,4,0,0,0,5,4,5
58130479,11,13,16,0,0,0,9,16,11
58132764,11,11,11,67,65,65,10,12,12
58141185,16,12,12,0,0,0,16,18,15
58143245,0,0,0,43,38,42,4,0,0
58151392,26,34,35,9,8,11,25,35,28
58152297,2,2,3,0,0,0,6,5,6
58170004,26,16,22,60,56,65,27,31,21
58180614,2,0,0,0,0,0,0,0,0
58181147,0,0,0,7,6,5,0,2,5
58191158,16,13,12,0,0,0,9,14,15
58194975,40,43,50,1,1,3,48,34,42
58212648,3,3,0,2,0,0,0,0,0
58226462,56,58,60,0,0,0,51,48,43
58253873,2,2,2,7,4,5,0,0,0
58257839,11,8,4,0,0,0,8,8,6
58265109,14,14,13,5,9,8,12,13,0
58267232,3,5,7,0,0,0,5,0,1
58272875,2,0,0,0,0,0,0,0,0
58283832,19,21,24,0,0,2,22,23,12
58284005,0,0,1,0,0,3,1,0,1
58286110,4,3,0,0,0,0,4,3,0
58299348,51,60,60,55,56,55,31,31,25
58303947,22,23,18,0,0,0,17,19,18
58317121,4,3,4,37,30,32,5,2,2
58327308,0,0,1,0,0,3,1,0,1
58332083,11,8,4,0,0,0,8,8,6
58341277,4,1,5,70,72,76,2,6,2
58341842,0,3,0,0,0,0,0,0,0
58345161,1,4,1,0,0,0,2,0,1
58348710,26,23,29,0,0,0,32,29,31
58371576,5,3,5,0,0,0,3,6,2
58377681,1,0,0,7,5,4,0,0,0
58378399,4,3,3,0,0,0,0,0,0
58388428,16,21,14,126,112,91,8,3,1
58395081,2,2,3,0,0,0,6,5,6
58397033,10,11,13,0,0,0,12,14,6
58399169,4,6,4,16,16,18,2,0,0
58407891,4,0,0,0,0,0,0,0,0
58416621,3,4,6,2,0,0,3,2,6
58432973,9,6,8,11,15,13,13,17,9
58446195,0,0,0,5,5,7,2,2,1
58453185,3,5,3,0,0,0,0,0,0
58458762,7,4,4,8,6,7,7,12,12
58466413,0,4,0,6,8,9,0,0,0
58469943,7,4,2,12,7,9,2,0,0
58470293,0,0,0,7,8,5,0,0,0
58476080,0,0,0,16,14,16,8,8,7
58476241,6,4,8,0,0,0,11,6,11
58480945,2,0,2,0,0,0,0,6,7
58484313,0,0,2,0,0,0,0,0,0
58484886,0,0,0,5,0,5,0,0,0
58489017,5,5,6,42,35,30,0,0,0
58494014,10,9,11,28,26,24,14,11,8
58500339,3,6,9,9,6,5,11,13,11
58520947,6,2,3,0,0,0,2,0,0
58527538,7,5,8,71,63,57,5,2,2
58557878,18,19,22,18,15,16,17,18,13
58563724,19,21,12,19,20,20,3,3,4
58604922,0,0,0,1,3,3,0,0,0
58615083,4,2,1,0,0,0,1,0,0
58666635,8,6,10,0,0,0,8,9,7
58669684,0,0,0,6,7,7,0,0,0
58675112,8,8,8,8,6,5,8,7,7
58687019,46,42,42,0,0,0,37,33,43
58693272,1,2,1,0,0,0,3,4,1
58726192,4,4,4,8,9,6,2,2,0
58729912,29,21,32,11,9,14,27,26,24
58735364,5,2,2,0,0,0,5,5,6
58745702,2,3,3,7,6,6,0,0,0
58755755,15,18,20,0,0,0,22,15,16
58764873,2,0,0,8,7,5,0,0,0
58766208,14,19,14,0,0,0,19,23,13
58775314,0,0,0,0,0,0,1,1,3
58792331,0,0,0,13,14,13,0,0,0
58794215,5,4,5,2,0,2,0,2,2
58799028,5,3,4,5,6,7,0,1,0
58799782,3,0,0,0,0,0,3,2,0
58800747,0,0,0,8,9,10,0,0,0
58808937,8,11,6,0,0,0,4,8,2
58816801,0,0,0,4,9,5,0,0,0
58819928,3,2,4,13,9,12,0,3,4
58823536,14,9,10,0,0,0,17,12,11
58831452,0,0,0,17,11,7,0,0,0
58834578,0,0,0,3,2,0,0,0,0
58840009,0,3,2,24,17,13,1,2,0
58852310,3,4,3,27,21,23,0,0,0
58852353,6,0,0,0,0,0,0,0,0
58873904,20,20,18,19,24,19,20,22,22
58886235,30,32,29,107,110,105,27,27,23
58916239,15,14,17,20,21,23,18,18,11
58926833,4,3,7,0,0,0,4,4,4
58930696,6,7,6,1,3,2,0,0,0
58940633,4,4,3,0,0,0,0,0,0
58954345,0,0,0,7,6,9,0,2,0
58958836,0,0,0,9,8,8,3,3,1
58961882,11,13,16,0,0,0,9,16,11
58996131,0,0,0,1,3,2,0,0,0
59012614,0,0,0,1,5,2,0,2,2
59022571,4,2,6,44,41,38,30,27,8
59024992,7,8,5,2,0,1,11,7,9
59032725,0,0,0,3,4,4,0,0,0
59033956,4,4,3,2,3,2,7,3,5
59037295,10,12,9,9,10,11,9,5,3
59048929,2,3,1,0,0,0,4,3,3
59052474,2,1,0,4,11,10,0,0,4
59057065,4,2,1,11,10,11,0,0,1
59058325,0,4,2,0,0,0,0,0,0
59068324,4,5,3,0,0,0,5,4,0
59069679,8,8,6,14,17,16,8,4,5
59070721,5,4,4,2,2,4,5,6,2
59079977,1,3,3,9,5,7,0,0,0
59084622,8,10,13,0,0,0,7,6,4
59086975,13,14,18,0,0,0,6,5,8
59088408,4,2,4,0,0,0,5,7,0
59088578,0,2,2,0,0,0,0,0,0
59091683,3,1,1,2,3,1,0,0,0
59092169,2,2,4,0,0,0,4,2,4
59092668,0,4,2,5,5,6,2,3,4
59099857,5,6,6,2,0,1,4,4,4
59105447,4,3,5,1,2,1,1,2,2
59109067,0,0,0,0,0,0,2,7,5
59115783,2,2,3,0,0,0,6,5,6
59116050,0,0,0,4,2,6,0,0,0
59116770,5,6,5,0,0,0,2,3,4
59126057,2,2,0,0,0,0,5,4,0
59127766,0,0,0,4,2,2,0,0,0
59137574,1,0,1,1,0,0,6,3,1
59137825,0,0,4,0,0,0,0,1,0
59141255,6,5,3,0,0,0,3,1,2
59144266,1,4,4,0,0,0,0,0,0
59147200,2,3,3,3,1,2,5,4,6
59152355,5,4,6,17,18,16,9,10,9
59153246,53,55,55,4,3,2,62,57,47
59155046,0,0,0,0,0,0,3,0,0
59155183,3,6,6,5,3,5,2,2,3
59155249,13,16,17,3,4,2,12,9,7
59156090,0,1,0,0,0,0,4,3,1
59156293,2,0,0,5,4,5,0,0,0
59158144,1,0,0,5,2,5,0,0,0
59158322,4,0,0,0,0,0,0,0,0
59160337,27,30,19,0,0,0,6,8,10
59160451,2,0,3,0,0,0,0,0,0
59161680,8,18,16,24,30,29,7,10,4
59163144,15,6,5,103,87,95,12,10,9
59167216,5,6,3,0,0,0,3,0,0
59168263,4,4,3,2,0,2,4,0,6
59182006,2,2,3,0,0,0,6,5,6
59182599,0,0,0,9,11,12,0,0,0
59192832,0,1,2,0,0,0,2,3,1
59198269,0,0,0,0,5,0,0,0,0
59201289,12,12,9,18,13,19,8,10,11
59203959,3,2,3,0,0,0,6,6,7
59208515,2,2,2,0,0,0,4,9,8
59211611,2,8,2,8,6,7,0,0,0
59216101,0,2,0,0,0,0,0,0,0
59223220,0,0,0,15,16,11,0,0,0
59235616,0,0,0,8,9,8,0,0,0
59237785,9,5,7,20,21,19,0,0,0
59257237,11,10,7,18,15,15,14,13,15
59273687,2,1,3,14,9,7,0,0,0
59274062,49,47,44,80,85,79,23,27,27
59283720,0,1,0,0,0,0,3,0,1
59284252,9,9,9,30,25,28,0,0,0
59286673,0,0,0,0,2,0,0,0,0
59288052,0,0,0,8,8,8,3,4,4
59294986,0,0,0,17,13,12,0,0,0
59296033,0,0,0,6,4,6,0,0,0
59297947,3,6,7,7,9,5,4,4,5
59302142,2,1,0,4,6,7,0,0,3
59305381,0,0,0,2,0,0,0,0,0
59307972,0,0,0,0,0,0,1,4,4
59315964,15,16,14,0,0,0,19,12,9
59318674,0,0,0,2,2,1,5,0,0
59327497,4,5,2,6,10,8,0,0,0
59329815,39,40,39,0,0,0,28,24,21
59329939,10,13,10,45,52,43,0,0,0
59355888,3,6,2,14,10,9,4,4,3
59359904,5,2,0,18,16,14,0,0,0
59368794,6,8,4,11,7,6,11,8,7
59377850,3,2,2,0,0,0,1,3,8
59382202,0,0,0,0,0,0,8,5,5
59398215,6,1,0,5,4,7,4,5,6
59408423,0,0,0,82,76,70,6,0,0
59416851,0,0,0,8,9,7,3,0,0
59421322,4,4,3,2,0,2,3,0,5
59425565,1,0,2,0,0,0,2,3,2
59429091,19,18,17,51,58,59,25,32,25
59434119,0,1,1,3,4,3,0,0,0
59436884,8,6,5,7,7,9,10,11,8
59438649,9,7,5,19,28,21,17,14,12
59467852,9,12,12,0,0,2,12,8,12
59476879,5,7,10,10,13,8,6,7,0
59486690,0,0,0,1,3,0,0,0,0
59497092,0,0,0,5,6,7,0,0,0
59530812,3,8,4,0,0,0,10,11,10
59533084,9,10,12,38,40,21,10,6,7
59543676,5,7,7,0,0,2,7,6,9
59546325,3,2,2,0,0,0,0,4,1
59554904,4,3,3,0,0,0,6,4,3
59569449,2,2,3,0,0,0,6,5,6
59573933,16,16,21,1,0,0,18,17,24
59575346,3,1,3,0,0,0,2,2,3
59585617,0,0,0,0,0,0,4,0,0
59587101,0,0,0,4,0,0,0,0,0
59590249,2,2,3,0,0,0,6,5,6
59590660,20,19,26,0,1,3,31,18,21
59591390,0,0,3,1,0,0,0,2,3
59593266,0,0,0,9,7,4,0,0,0
59608457,2,2,0,0,0,0,0,0,0
59610417,14,13,16,0,0,0,18,21,19
59613959,11,16,17,4,4,4,14,17,15
59615512,2,2,3,0,0,0,6,5,6
59619870,0,0,0,2,4,1,6,7,7
59624637,2,3,3,0,0,0,5,4,4
59631096,0,0,0,5,4,2,0,0,0
59636746,1,0,0,36,34,29,0,0,0
59637387,3,2,0,0,0,0,0,0,0
59642867,4,3,7,0,0,0,4,4,4
59646156,0,0,0,0,0,3,0,0,0
59647188,0,0,0,6,4,4,0,0,0
59658213,7,5,6,0,0,0,3,0,0
59659494,19,21,18,18,14,12,23,26,21
59660821,18,20,16,0,0,0,14,16,15
59667691,7,7,6,50,50,51,0,0,0
59676363,5,3,4,1,0,0,2,2,3
59692129,0,0,0,0,0,0,3,5,0
59700889,2,2,3,0,0,0,6,5,6
59705910,4,4,3,0,0,0,0,0,0
59711443,1,0,0,0,0,0,3,4,3
59718996,7,5,7,3,1,5,9,14,14
59720961,0,4,2,0,2,0,3,1,2
59722913,4,3,5,7,6,4,0,2,3
59723339,1,4,4,0,0,0,0,0,0
59724500,3,2,3,0,0,0,0,0,0
59726715,16,15,12,13,7,10,10,14,12
59732024,10,11,10,0,0,0,8,6,10
59734229,3,2,1,9,6,6,3,2,1
59740968,4,5,15,5,6,5,4,4,4
59768239,5,3,5,17,13,12,8,7,5
59784078,8,2,2,5,3,5,4,6,6
59805641,0,0,0,3,0,0,0,0,0
59824668,3,7,5,0,0,0,3,7,2
59836165,22,26,24,0,0,0,23,24,15
59843877,2,2,3,0,0,0,6,5,6
59848285,0,0,0,0,0,0,0,5,0
59848474,5,3,5,0,0,0,1,0,0
59854895,3,2,1,0,0,0,1,0,0
59855141,0,0,0,6,5,2,0,0,0
59856845,0,0,0,0,0,0,3,2,0
59858503,0,0,5,0,0,0,0,0,0
59870185,4,5,4,6,0,1,5,3,3
59871480,7,7,13,0,0,0,16,10,7
59874977,6,0,0,0,0,0,0,0,0
59875936,2,2,2,0,0,0,3,0,4
59885854,4,2,5,2,5,4,4,6,3
59886793,8,7,6,0,0,0,5,8,7
59897134,0,0,0,0,0,0,4,2,6
59897466,7,10,7,0,0,0,3,4,5
59907288,2,2,3,0,0,0,6,5,6
59907440,5,2,2,0,0,0,5,5,6
59909155,2,0,2,3,2,2,0,1,0
59919098,5,5,8,26,32,32,9,6,10
59922994,0,2,2,0,0,0,0,0,4
59926888,0,0,0,2,0,0,0,0,0
59934172,6,7,8,0,3,3,14,13,12
59960131,0,0,0,46,43,48,0,1,1
59968038,14,16,18,0,0,0,9,12,5
59970321,7,3,4,13,8,12,5,2,4
59992016,1,0,0,11,10,8,0,0,0
59992162,0,0,0,1,0,1,26,21,22
60000003,3,0,0,0,0,0,0,0,0
60000362,3,2,2,0,0,0,1,3,6
60001185,0,0,0,4,0,0,0,0,0
60008237,0,0,0,2,0,2,0,0,0
60012621,0,0,0,3,3,0,0,0,0
60031128,0,0,0,6,5,7,0,0,0
60036217,0,0,0,5,6,8,0,0,0
60042154,4,5,4,0,0,0,4,4,5
60050820,3,2,3,0,0,0,0,0,0
60101138,2,7,3,6,5,1,0,0,0
60133679,1,2,1,4,6,5,2,0,0
60139890,6,5,4,4,8,2,7,5,0
60144368,5,4,5,0,0,0,7,3,2
60144736,6,4,4,7,10,12,5,2,4
60148099,0,0,0,20,13,13,1,0,2
60154270,5,2,2,2,3,0,0,4,0
60159239,0,0,0,0,2,1,2,1,1
60159293,20,25,22,23,18,14,21,20,14
60162771,15,11,15,20,18,13,3,4,3
60167387,0,2,0,0,0,0,0,0,0
60180834,0,2,0,0,0,0,0,0,0
60184200,2,5,5,2,5,0,3,2,2
60186186,0,0,0,8,10,6,0,0,0
60186911,0,0,4,6,4,9,0,3,0
60193447,11,9,8,10,8,9,0,0,0
60198961,18,18,17,41,51,51,15,8,11
60202108,1,0,1,0,0,0,0,0,2
60202340,0,3,0,7,6,12,0,0,0
60238881,5,11,9,0,0,0,2,0,0
60242508,1,3,2,0,0,0,2,3,2
60243436,3,0,0,0,0,0,0,0,2
60251870,0,0,1,5,4,2,0,0,0
60255223,2,3,7,4,4,5,4,6,4
60259466,0,0,0,19,14,15,9,11,6
60273017,15,19,18,0,0,0,15,16,15
60273165,9,7,8,0,0,0,8,7,8
60276174,9,9,10,0,0,0,2,2,3
60288055,0,0,0,5,8,7,2,2,1
60289904,4,6,4,0,0,0,11,8,11
60291611,6,7,5,2,0,0,7,6,8
60300736,1,0,0,2,2,2,0,0,0
60303775,32,37,30,5,5,5,32,33,29
60305728,15,18,15,17,19,16,23,20,22
60323447,2,1,4,0,0,0,3,3,4
60323710,0,0,0,9,13,9,8,10,8
60331649,2,2,3,0,0,0,6,5,6
60336178,0,0,0,6,5,4,0,0,0
60338781,14,12,13,0,0,0,7,12,8
60340935,3,3,2,0,0,0,6,7,8
60347488,76,81,77,101,101,99,38,35,38
60350763,17,19,18,0,2,0,13,17,13
60356400,0,0,0,0,0,0,5,5,5
60375800,7,6,10,0,0,0,16,20,18
60376859,0,0,0,12,11,10,0,0,0
60382798,5,5,2,4,2,7,2,0,0
60384053,0,1,0,1,2,3,0,0,0
60387272,10,14,12,23,22,15,14,15,12
60389300,5,2,2,0,0,0,5,5,6
60391934,29,37,42,53,64,53,32,33,14
60395104,0,0,0,7,4,3,0,0,0
60401729,33,35,42,54,42,49,25,25,26
60403481,16,16,13,6,9,6,13,12,16
60407138,8,8,11,4,0,3,8,3,2
60409099,2,2,3,0,0,0,6,5,6
60409287,7,11,12,2,0,0,10,8,11
60414557,11,8,10,0,0,0,7,11,6
60414646,0,0,0,4,7,4,0,0,0
60421502,2,2,3,0,0,0,6,5,6
60421506,0,0,2,0,0,0,0,2,0
60426990,0,0,0,6,9,8,3,2,4
60427505,3,6,5,3,4,2,2,4,2
60429321,5,7,6,0,0,0,6,7,8
60430276,16,18,14,38,35,35,14,12,12
60433306,7,18,12,0,1,1,8,11,10
60451368,10,21,22,0,0,0,5,2,4
60455970,2,2,0,0,0,0,0,0,0
60458403,2,2,3,0,0,0,6,5,6
60465341,0,0,0,0,0,0,8,10,9
60467979,2,6,6,0,0,0,3,2,2
60479517,5,8,8,0,0,0,8,5,5
60493652,2,2,3,0,0,0,6,5,6
60500208,0,0,0,10,5,11,0,0,0
60505955,5,6,6,24,26,26,0,0,0
60509367,5,2,2,0,0,0,5,5,6
60554270,5,8,11,0,0,0,0,0,0
60556510,9,12,13,0,0,0,13,9,9
60560712,0,0,0,4,1,4,0,0,0
60563711,2,2,3,0,0,0,6,5,6
60577156,25,36,35,31,33,28,22,19,8
60579523,8,4,7,0,0,0,4,4,7
60579822,5,1,3,22,28,24,0,0,0
60582086,4,3,5,0,0,0,1,3,4
60582561,8,6,6,0,0,0,6,6,6
60583999,6,10,8,14,9,11,20,19,14
60586531,0,0,0,7,8,5,0,0,0
60601412,0,0,0,0,5,0,0,0,0
60607682,0,0,0,1,5,5,0,0,0
60608206,1,1,0,7,7,9,0,0,0
60614807,1,2,4,0,0,0,6,5,4
60620711,0,0,0,4,2,2,0,0,0
60641019,0,0,0,14,16,19,1,0,0
60644728,7,5,10,0,0,0,7,6,9
60652160,6,8,7,17,15,15,6,8,6
60662052,9,9,9,0,0,1,12,15,11
60663896,2,3,7,14,19,17,5,1,5
60668401,0,0,0,3,0,0,0,0,0
60669889,0,0,0,5,0,5,0,0,0
60684661,0,0,0,2,3,2,0,0,0
60689874,8,9,11,0,0,0,14,19,15
60693308,0,0,0,3,1,3,0,0,0
60696793,0,0,0,1,1,2,0,0,0
60710027,0,0,0,3,2,3,0,0,0
60711387,0,0,0,10,9,14,0,0,0
60711620,1,0,0,10,9,8,0,0,0
60716011,30,25,25,33,31,29,32,31,37
60718055,2,2,3,0,0,0,6,5,6
60719045,2,5,9,0,0,0,12,13,11
60720976,2,1,3,5,7,4,0,0,0
60723238,33,37,40,36,42,35,25,21,24
60726192,0,0,0,10,4,4,0,0,0
60729019,5,7,6,17,18,20,3,2,3
60732264,3,0,0,27,20,17,0,0,0
60734806,0,0,0,13,13,11,0,0,0
60735612,0,0,0,8,7,7,1,2,5
60744689,2,2,3,0,0,0,6,5,6
60748690,0,0,0,0,0,0,7,8,7
60770176,3,2,4,0,0,0,5,7,6
60800392,3,5,3,41,41,30,0,0,0
60827213,0,0,0,1,3,5,0,0,0
60828743,5,3,7,0,0,0,5,7,0
60836961,1,0,0,2,1,2,1,1,3
60837740,2,2,3,0,0,0,6,5,6
60838122,2,2,3,0,0,0,6,5,6
60848775,0,4,8,35,37,34,0,3,6
60851325,4,4,6,0,0,0,0,0,0
60851912,1,2,3,0,0,0,1,3,2
60854807,5,4,2,0,0,0,0,0,0
60858448,1,3,2,0,0,0,2,3,2
60892359,11,9,12,0,0,0,18,18,14
60912602,4,2,4,0,0,0,5,6,5
60920909,0,0,2,0,0,0,0,2,0
60931305,17,12,17,13,13,13,21,17,21
60933975,2,1,3,5,5,4,0,0,0
60944549,0,0,0,0,2,0,0,0,0
60950488,5,4,4,0,0,0,3,4,4
60953143,4,0,0,0,0,0,0,0,0
60955053,0,0,0,7,0,0,0,0,0
60957694,0,2,2,0,0,0,0,1,1
60965023,0,0,1,10,7,9,0,0,0
60969702,0,5,10,0,0,0,0,0,0
60995201,19,17,12,0,0,0,23,11,11
61001324,7,5,6,4,0,3,7,3,2
61027656,2,2,3,0,0,0,6,5,6
61032689,7,8,10,11,12,10,8,8,2
61034581,8,10,8,1,2,4,9,9,8
61040332,7,11,15,15,13,14,13,7,8
61058883,0,0,0,7,8,8,0,1,2
