,BS_sonic_1,BS_sonic_2,BS_sonic_3,BS_triflic_1,BS_triflic_2,BS_triflic_3,Jurkat_sonic_1,Jurkat_sonic_2,Jurkat_sonic_3,Jurkat_triflic_1,Jurkat_triflic_2,Jurkat_triflic_3,PA_pellet_1,PA_pellet_2,PA_pellet_3,PA_sonic_1,PA_sonic_2,PA_sonic_3,PA_triflic_1,PA_triflic_2,PA_triflic_3
C9J2Z4,,,,,,,,,,,2.0,,,,,,,,,,
C9J2Z7,,,,,,,,,,2.0,,,,,,,,,,,
C9J386,,,,,,,5.0,,8.0,78.0,31.0,14.0,,,,,,,,,
C9J406,,,,,,,14.0,3.0,3.0,,,,,,,,,,,,
C9J5N1,,,,,,,3.0,,5.0,6.0,,2.0,,,,,,,,,
C9J5S7,,,,,,,153.0,45.0,113.0,3.0,,74.0,,,,,,,,,
C9J5V9,,,,,,,27.0,,3.0,,14.0,7.0,,,,,,,,,
C9J6D1,,,,,,,,,5.0,,,,,,,,,,,,
C9J6P4,,,,,,,,,2.0,,,,,,,,,,,,
C9J6U3,,,,,,,2.0,,,,,,,,,,,,,,
C9J7B7,,,,,,,,,,3.0,3.0,5.0,,,,,,,,,
C9J7E5,,,,,,,10.0,,2.0,,2.0,,,,,,,,,,
C9J7L0,,,,,,,6.0,,2.0,3.0,,,,,,,,,,,
C9J7P5,,,,,,,3.0,,,,,,,,,,,,,,
C9J8D4,,,,,,,,,20.0,,2.0,,,,,,,,,,
C9J8M6,,,,,,,6.0,19.0,21.0,6.0,15.0,16.0,,,,,,,,,
C9J8T6,,,,,,,8.0,,,,,,,,,,,,,,
C9J9C1,,,,,,,7.0,6.0,7.0,6.0,4.0,6.0,,,,,,,,,
C9J9M4,,,,,,,,,2.0,,,,,,,,,,,,
C9JA17,,,,,,,3.0,,,,,,,,,,,,,,
C9JAK5,,,,,,,3.0,,,2.0,,,,,,,,,,,
C9JB25,,,,,,,2.0,,,6.0,,,,,,,,,,,
C9JCK5,,,,,,,5.0,,3.0,,,,,,,,,,,,
C9JCL9,,,,,,,,2.0,,,,,,,,,,,,,
C9JCQ4,,,,,,,,,,,,36.0,,,,,,,,,
C9JD32,,,,,,,4.0,,,,,,,,,,,,,,
C9JDL2,,,,,,,9.0,,,,2.0,,,,,,,,,,
C9JDQ1,,,,,,,,,5.0,,,,,,,,,,,,
C9JDS9,,,,,,,52.0,68.0,81.0,109.0,62.0,154.0,,,,,,,,,
C9JDV8,,,,,,,,,5.0,,,,,,,,,,,,
C9JES9,,,,,,,3.0,,,,,,,,,,,,,,
C9JEV8,,,,,,,8.0,,,,,,,,,,,,,,
C9JF13,,,,,,,,,,3.0,2.0,2.0,,,,,,,,,
C9JF79,,,,,,,,,3.0,,,,,,,,,,,,
C9JFK9,,,,,,,,,5.0,,,,,,,,,,,,
C9JFL5,,,,,,,,,,,,66.0,,,,,,,,,
C9JFR7,,,,,,,,10.0,,,,,,,,,,,,,
C9JFV4,,,,,,,4.0,,3.0,2.0,2.0,,,,,,,,,,
C9JGV6,,,,,,,36.0,,,,,4.0,,,,,,,,,
C9JI87,,,,,,,2.0,2.0,,,,,,,,,,,,,
C9JIZ6,,,,,,,2.0,,,,,5.0,,,,,,,,,
C9JJQ8,,,,,,,10.0,,7.0,18.0,8.0,26.0,,,,,,,,,
C9JKC2,,,,,,,,,2.0,,,,,,,,,,,,
C9JKQ7,,,,,,,4.0,,,,,,,,,,,,,,
C9JL25,,,,,,,37.0,215.0,17.0,6.0,11.0,40.0,,,,,,,,,
C9JLC1,,,,,,,,,2.0,,2.0,3.0,,,,,,,,,
C9JLK0,,,,,,,7.0,,9.0,14.0,6.0,,,,,,,,,,
C9JM19,,,,,,,,,,3.0,,2.0,,,,,,,,,
C9JP21,,,,,,,9.0,,,,,,,,,,,,,,
C9JPC0,,,,,,,8.0,,4.0,3.0,,,,,,,,,,,
C9JPI5,,,,,,,,,2.0,,,,,,,,,,,,
C9JQ00,,,,,,,11.0,,5.0,,7.0,,,,,,,,,,
C9JQJ4,,,,,,,,,,5.0,,,,,,,,,,,
C9JQN7,,,,,,,12.0,,9.0,,2.0,,,,,,,,,,
C9JR83,,,,,,,12.0,,4.0,,,,,,,,,,,,
C9JRZ2,,,,,,,,,2.0,,,,,,,,,,,,
C9JSZ1,,,,,,,,2.0,17.0,,2.0,,,,,,,,,,
C9JTK6,,,,,,,5.0,4.0,,,,,,,,,,,,,
C9JTX5,,,,,,,97.0,18.0,70.0,47.0,34.0,18.0,,,,,,,,,
C9JUG7,,,,,,,7.0,,,,,,,,,,,,,,
C9JVQ0,,,,,,,3.0,,,,,,,,,,,,,,
C9JVW8,,,,,,,4.0,,,,,,,,,,,,,,
C9JW37,,,,,,,,,13.0,,,,,,,,,,,,
C9JW55,,,,,,,3.0,,,,,,,,,,,,,,
C9JW69,,,,,,,,,,,,5.0,,,,,,,,,
C9JWL1,,,,,,,14.0,,3.0,,,,,,,,,,,,
C9JYS8,,,,,,,27.0,,10.0,31.0,16.0,5.0,,,,,,,,,
C9JZ81,,,,,,,18.0,21.0,21.0,14.0,17.0,14.0,,,,,,,,,
C9JZI7,,,,,,,,,15.0,,,,,,,,,,,,
C9JZR7,,,,,,,124.0,27.0,245.0,57.0,115.0,110.0,,,,,,,,,
C9JZW3,,,,,,,5.0,,,,,,,,,,,,,,
C9K028,,,,,,,3.0,,,5.0,4.0,,,,,,,,,,
C9K073,,,,,,,,,,,3.0,,,,,,,,,,
C9K0S6,,,,,,,7.0,,4.0,,,,,,,,,,,,
D3YTI2,,,,,,,2.0,,,,,,,,,,,,,,
D6R8Z5,,,,,,,,,,12.0,5.0,2.0,,,,,,,,,
D6R917,,,,,,,2.0,,2.0,,,,,,,,,,,,
D6R991,,,,,,,24.0,8.0,4.0,25.0,26.0,13.0,,,,,,,,,
D6R997,,,,,,,4.0,,,,,,,,,,,,,,
D6R9A6,,,,,,,27.0,,76.0,,,4.0,,,,,,,,,
D6R9I7,,,,,,,2.0,,,7.0,4.0,,,,,,,,,,
D6R9I9,,,,,,,2.0,3.0,4.0,,,,,,,,,,,,
D6R9L0,,,,,,,9.0,3.0,2.0,,13.0,3.0,,,,,,,,,
D6R9Q9,,,,,,,,4.0,17.0,,,,,,,,,,,,
D6R9W2,,,,,,,3.0,,,,,,,,,,,,,,
D6R9W4,,,,,,,10.0,,,,,,,,,,,,,,
D6RA26,,,,,,,8.0,,,,,,,,,,,,,,
D6RA93,,,,,,,,,,2.0,,,,,,,,,,,
D6RAF8,,,,,,,,5.0,4.0,,,,,,,,,,,,
D6RAI5,,,,,,,,,,,,2.0,,,,,,,,,
D6RAN4,,,,,,,9.0,,8.0,,,,,,,,,,,,
D6RAQ8,,,,,,,,3.0,,,,,,,,,,,,,
D6RAV0,,,,,,,2.0,,,,,,,,,,,,,,
D6RAY0,,,,,,,2.0,,,,,,,,,,,,,,
D6RAY2,,,,,,,,,,7.0,5.0,,,,,,,,,,
D6RAY7,,,,,,,,,,,4.0,,,,,,,,,,
D6RB09,,,,,,,,,,,,2.0,,,,,,,,,
D6RB13,,,,,,,6.0,,,3.0,2.0,,,,,,,,,,
D6RB17,,,,,,,3.0,,,,2.0,3.0,,,,,,,,,
D6RB85,,,,,,,4.0,,,,,,,,,,,,,,
D6RBK0,,,,,,,,,,,2.0,,,,,,,,,,
D6RBK5,,,,,,,19.0,4.0,6.0,11.0,15.0,7.0,,,,,,,,,
D6RBM0,,,,,,,9.0,11.0,13.0,,4.0,10.0,,,,,,,,,
D6RBQ9,,,,,,,,,3.0,,,2.0,,,,,,,,,
D6RBR0,,,,,,,2.0,,,,,,,,,,,,,,
D6RC06,,,,,,,3.0,,,,,,,,,,,,,,
D6RCF2,,,,,,,56.0,31.0,35.0,9.0,10.0,41.0,,,,,,,,,
D6RCM8,,,,,,,,4.0,,,,,,,,,,,,,
D6RD60,,,,,,,9.0,11.0,27.0,,,11.0,,,,,,,,,
D6RD66,,,,,,,10.0,14.0,16.0,,,,,,,,,,,,
D6RDB2,,,,,,,,,,,,2.0,,,,,,,,,
D6RDP7,,,,,,,7.0,4.0,,,,,,,,,,,,,
D6RDY6,,,,,,,3.0,,,,,,,,,,,,,,
D6RE02,,,,,,,13.0,,,,,,,,,,,,,,
D6REE5,,,,,,,18.0,15.0,5.0,14.0,12.0,6.0,,,,,,,,,
D6REK4,,,,,,,,,,,2.0,,,,,,,,,,
D6REM6,,,,,,,31.0,,9.0,,33.0,18.0,,,,,,,,,
D6REX3,,,,,,,7.0,,3.0,,,2.0,,,,,,,,,
D6RF44,,,,,,,,,4.0,,,3.0,,,,,,,,,
D6RF62,,,,,,,35.0,8.0,7.0,,,,,,,,,,,,
D6RFE4,,,,,,,3.0,,,,,,,,,,,,,,
D6RFF8,,,,,,,8.0,2.0,2.0,4.0,3.0,,,,,,,,,,
D6RFG8,,,,,,,,,,5.0,,,,,,,,,,,
D6RFM3,,,,,,,6.0,,10.0,,,8.0,,,,,,,,,
D6RFX4,,,,,,,8.0,,,,,2.0,,,,,,,,,
D6RFZ9,,,,,,,9.0,,3.0,,,3.0,,,,,,,,,
D6RG15,,,,,,,4.0,,,,,,,,,,,,,,
D6RG29,,,,,,,3.0,2.0,,,,,,,,,,,,,
D6RGV9,,,,,,,2.0,2.0,,,,,,,,,,,,,
D6RGY2,,,,,,,9.0,2.0,6.0,12.0,2.0,6.0,,,,,,,,,
D6RHH4,,,,,,,17.0,2.0,3.0,,,5.0,,,,,,,,,
D6RHJ5,,,,,,,10.0,,2.0,,3.0,4.0,,,,,,,,,
D6RIA2,,,,,,,14.0,7.0,,11.0,13.0,3.0,,,,,,,,,
D6RIH9,,,,,,,3.0,,4.0,,3.0,7.0,,,,,,,,,
D6RII0,,,,,,,6.0,6.0,2.0,11.0,,2.0,,,,,,,,,
D6RIT2,,,,,,,5.0,,5.0,,,,,,,,,,,,
D6RIU4,,,,,,,,,,2.0,,,,,,,,,,,
D6RJA6,,,,,,,,,,,4.0,,,,,,,,,,
D6W5Y5,,,,,,,2.0,,,,,,,,,,,,,,
E1JGJ8,,,,,,,,,,,,,3.0,,4.0,7.0,2.0,,,,
E2QRB9,,,,,,,,,,,19.0,5.0,,,,,,,,,
E5KLJ5,,,,,,,,,2.0,,,,,,,,,,,,
E5RFF0,,,,,,,,3.0,4.0,,,,,,,,,,,,
E5RFH6,,,,,,,,,3.0,,,,,,,,,,,,
E5RFJ0,,,,,,,2.0,,6.0,2.0,,,,,,,,,,,
E5RFJ8,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,
E5RFU2,,,,,,,,,4.0,,,,,,,,,,,,
E5RFU4,,,,,,,,,,2.0,2.0,,,,,,,,,,
E5RFV3,,,,,,,3.0,,,,,,,,,,,,,,
E5RG31,,,,,,,11.0,4.0,3.0,7.0,2.0,2.0,,,,,,,,,
E5RG95,,,,,,,36.0,50.0,,,,,,,,,,,,,
E5RGM3,,,,,,,9.0,,,,,,,,,,,,,,
E5RGV0,,,,,,,,,,,,9.0,,,,,,,,,
E5RGW4,,,,,,,,,,,2.0,5.0,,,,,,,,,
E5RGZ4,,,,,,,75.0,51.0,27.0,23.0,,13.0,,,,,,,,,
E5RH77,,,,,,,,,,,,4.0,,,,,,,,,
E5RHC1,,,,,,,4.0,,,,,,,,,,,,,,
E5RHG6,,,,,,,,,2.0,,,,,,,,,,,,
E5RHJ4,,,,,,,,,,,,2.0,,,,,,,,,
E5RHP0,,,,,,,4.0,2.0,4.0,9.0,6.0,8.0,,,,,,,,,
E5RI46,,,,,,,2.0,,,,2.0,,,,,,,,,,
E5RI56,,,,,,,2.0,,,,,,,,,,,,,,
E5RI98,,,,,,,3.0,5.0,11.0,9.0,10.0,98.0,,,,,,,,,
E5RIK2,,,,,,,,,,,,2.0,,,,,,,,,
E5RIU6,,,,,,,,,3.0,2.0,2.0,,,,,,,,,,
E5RIZ5,,,,,,,46.0,22.0,68.0,,,68.0,,,,,,,,,
E5RIZ6,,,,,,,,,,,8.0,,,,,,,,,,
E5RJP4,,,,,,,,,,,2.0,,,,,,,,,,
E5RJT0,,,,,,,8.0,,,,,,,,,,,,,,
E5RJU8,,,,,,,5.0,,,2.0,10.0,,,,,,,,,,
E5RJX2,,,,,,,,,5.0,,3.0,3.0,,,,,,,,,
E5RK35,,,,,,,,2.0,,,,,,,,,,,,,
E5RK69,,,,,,,3.0,9.0,15.0,,,,,,,,,,,,
E7EMB3,,,,,,,9.0,,2.0,,2.0,,,,,,,,,,
E7EMC6,,,,,,,2.0,5.0,9.0,13.0,,3.0,,,,,,,,,
E7EMS6,,,,,,,10.0,,,,,,,,,,,,,,
E7EN40,,,,,,,,,3.0,,,3.0,,,,,,,,,
E7EN77,,,,,,,,,,3.0,,,,,,,,,,,
E7EN95,,,,,,,6.0,,,5.0,,16.0,,,,,,,,,
E7ENQ1,,,,,,,9.0,,,,,,,,,,,,,,
E7ENU7,,,,,,,64.0,,39.0,7.0,8.0,,,,,,,,,,
E7ENU9,,,,,,,,,4.0,,,,,,,,,,,,
E7ENZ3,,,,,,,64.0,35.0,73.0,10.0,13.0,38.0,,,,,,,,,
E7EP81,,,,,,,5.0,,,,,,,,,,,,,,
E7EPA1,,,,,,,,,,,3.0,,,,,,,,,,
E7EQD9,,,,,,,2.0,,,,,,,,,,,,,,
E7EQG2,,,,,,,,,,11.0,8.0,,,,,,,,,,
E7EQR6,,,,,,,25.0,,9.0,5.0,15.0,4.0,,,,,,,,,
E7EQV3,,,,,,,,,,,19.0,5.0,,,,,,,,,
E7EQZ7,,,,,,,2.0,,,,,,,,,,,,,,
E7ER27,,,,,,,2.0,4.0,,,,,,,,,,,,,
E7ERA5,,,,,,,4.0,4.0,3.0,3.0,,,,,,,,,,,
E7ERC4,,,,,,,10.0,7.0,16.0,,,,,,,,,,,,
E7ERF2,,,,,,,17.0,3.0,,9.0,15.0,4.0,,,,,,,,,
E7ERL0,,,,,,,17.0,32.0,13.0,,,30.0,,,,,,,,,
E7ERW7,,,,,,,2.0,,,,,,,,,,,,,,
E7ES68,,,,,,,10.0,,,,2.0,,,,,,,,,,
E7ESC6,,,,,,,3.0,,,,,,,,,,,,,,
E7ESE0,,,,,,,15.0,,8.0,,,,,,,,,,,,
E7ESG8,,,,,,,5.0,,,,,,,,,,,,,,
E7ESH4,,,,,,,58.0,383.0,55.0,13.0,14.0,57.0,,,,,,,,,
E7ESK7,,,,,,,,6.0,,,,2.0,,,,,,,,,
E7ESS2,,,,,,,9.0,,,3.0,3.0,,,,,,,,,,
E7EST9,,,,,,,,6.0,,,,,,,,,,,,,
E7ESZ7,,,,,,,2.0,,,2.0,,,,,,,,,,,
E7ETB3,,,,,,,8.0,,,2.0,2.0,,,,,,,,,,
E7ETD8,,,,,,,2.0,,5.0,,,,,,,,,,,,
E7ETK5,,,,,,,6.0,20.0,5.0,,3.0,,,,,,,,,,
E7ETU7,,,,,,,2.0,,,3.0,,,,,,,,,,,
E7ETY2,,,,,,,,,,4.0,7.0,,,,,,,,,,
E7EUI8,,,,,,,4.0,,2.0,2.0,6.0,,,,,,,,,,
E7EUT5,,,,,,,738.0,1467.0,236.0,113.0,144.0,159.0,,,,,,,,,
E7EUU4,,,,,,,,,,,7.0,,,,,,,,,,
E7EUU8,,,,,,,8.0,,2.0,,,,,,,,,,,,
E7EV46,,,,,,,2.0,,,,,,,,,,,,,,
E7EV54,,,,,,,3.0,,,,,,,,,,,,,,
E7EVA0,,,,,,,5.0,,,3.0,,,,,,,,,,,
E7EVN3,,,,,,,3.0,,,2.0,,3.0,,,,,,,,,
E7EW49,,,,,,,,,,,2.0,,,,,,,,,,
E7EWF7,,,,,,,3.0,,,,,,,,,,,,,,
E7EWR4,,,,,,,5.0,,,,,,,,,,,,,,
E7EX17,,,,,,,11.0,7.0,15.0,,4.0,2.0,,,,,,,,,
E7EX29,,,,,,,56.0,67.0,100.0,12.0,12.0,10.0,,,,,,,,,
E7EX53,,,,,,,34.0,,7.0,,2.0,,,,,,,,,,
E7EXB4,,,,,,,,,56.0,14.0,16.0,,,,,,,,,,
E9PAU2,,,,,,,7.0,8.0,6.0,,,,,,,,,,,,
E9PAV3,,,,,,,3.0,2.0,9.0,2.0,,7.0,,,,,,,,,
E9PB61,,,,,,,14.0,16.0,92.0,5.0,8.0,10.0,,,,,,,,,
E9PBF6,,,,,,,8.0,4.0,11.0,,,,,,,,,,,,
E9PBK6,,,,,,,2.0,,,,,,,,,,,,,,
E9PBK7,,,,,,,2.0,,,,,,,,,,,,,,
E9PC52,,,,,,,51.0,14.0,,,,,,,,,,,,,
E9PCA1,,,,,,,,,,15.0,32.0,,,,,,,,,,
E9PCR7,,,,,,,2.0,,4.0,5.0,,2.0,,,,,,,,,
E9PCT1,,,,,,,,,13.0,,,,,,,,,,,,
E9PCW0,,,,,,,,14.0,,,,,,,,,,,,,
E9PCX2,,,,,,,10.0,,8.0,,,,,,,,,,,,
E9PD25,,,,,,,,,,,,6.0,,,,,,,,,
E9PD92,,,,,,,3.0,,,,,,,,,,,,,,
E9PEB5,,,,,,,,3.0,16.0,,3.0,3.0,,,,,,,,,
E9PEJ4,,,,,,,,,4.0,,,,,,,,,,,,
E9PF18,,,,,,,12.0,,,,,9.0,,,,,,,,,
E9PFF2,,,,,,,18.0,3.0,7.0,9.0,11.0,13.0,,,,,,,,,
E9PFH4,,,,,,,8.0,,,,,,,,,,,,,,
E9PFI5,,,,,,,,,2.0,,,,,,,,,,,,
E9PFL9,,,,,,,5.0,,15.0,,,,,,,,,,,,
E9PFW3,,,,,,,,,3.0,,,,,,,,,,,,
E9PG15,,,,,,,3.0,,,,,3.0,,,,,,,,,
E9PGC8,,,,,,,,,,,,2.0,,,,,,,,,
E9PGM4,,,,,,,,,5.0,,3.0,,,,,,,,,,
E9PGX9,,,,,,,,,2.0,,,3.0,,,,,,,,,
E9PH38,,,,,,,,,,,,5.0,,,,,,,,,
E9PHI4,,,,,,,4.0,,,,,,,,,,,,,,
E9PI65,,,,,,,11.0,49.0,23.0,2.0,2.0,11.0,,,,,,,,,
E9PI86,,,,,,,13.0,,,,,,,,,,,,,,
E9PIE4,,,,,,,2.0,,,,,,,,,,,,,,
E9PIM9,,,,,,,8.0,,,,,,,,,,,,,,
E9PIQ7,,,,,,,7.0,,,,,,,,,,,,,,
E9PIW9,,,,,,,,,3.0,,,,,,,,,,,,
E9PIZ5,,,,,,,,2.0,,7.0,7.0,,,,,,,,,,
E9PJ04,,,,,,,3.0,,,,,,,,,,,,,,
E9PJ81,,,,,,,12.0,,,,,,,,,,,,,,
E9PJ92,,,,,,,,,,10.0,5.0,,,,,,,,,,
E9PJT3,,,,,,,,2.0,3.0,,18.0,,,,,,,,,,
E9PK25,,,,,,,44.0,203.0,284.0,2.0,14.0,22.0,,,,,,,,,
E9PK48,,,,,,,8.0,,,,,,,,,,,,,,
E9PK54,,,,,,,,,82.0,14.0,,14.0,,,,,,,,,
E9PK82,,,,,,,,,2.0,,,,,,,,,,,,
E9PKD3,,,,,,,2.0,3.0,3.0,12.0,9.0,5.0,,,,,,,,,
E9PKE3,,,,,,,,,182.0,49.0,,50.0,,,,,,,,,
E9PKF8,,,,,,,3.0,,,,,,,,,,,,,,
E9PKG6,,,,,,,2.0,,,,,,,,,,,,,,
E9PKH0,,,,,,,,2.0,,,,,,,,,,,,,
E9PKI4,,,,,,,,,,,,2.0,,,,,,,,,
E9PKQ1,,,,,,,,,,,,3.0,,,,,,,,,
E9PKU4,,,,,,,,,,,2.0,,,,,,,,,,
E9PKU7,,,,,,,42.0,64.0,65.0,36.0,19.0,9.0,,,,,,,,,
E9PKZ0,,,,,,,,,4.0,,2.0,,,,,,,,,,
E9PL09,,,,,,,31.0,,16.0,13.0,,46.0,,,,,,,,,
E9PL12,,,,,,,3.0,,3.0,5.0,5.0,,,,,,,,,,
E9PL38,,,,,,,,,,3.0,,,,,,,,,,,
E9PL71,,,,,,,,,3.0,,,,,,,,,,,,
E9PLB2,,,,,,,,,,,3.0,3.0,,,,,,,,,
E9PLC4,,,,,,,,,2.0,,,,,,,,,,,,
E9PLF4,,,,,,,60.0,93.0,83.0,15.0,16.0,15.0,,,,,,,,,
E9PLJ3,,,,,,,,,20.0,,,9.0,,,,,,,,,
E9PLX0,,,,,,,,,2.0,,,,,,,,,,,,
E9PLX7,,,,,,,5.0,,,,,,,,,,,,,,
E9PM13,,,,,,,,,57.0,7.0,,11.0,,,,,,,,,
E9PM36,,,,,,,,,2.0,,,5.0,,,,,,,,,
E9PM49,,,,,,,,,,4.0,,,,,,,,,,,
E9PMA0,,,,,,,,4.0,,3.0,,,,,,,,,,,
E9PMD4,,,,,,,,,4.0,3.0,,10.0,,,,,,,,,
E9PMD7,,,,,,,5.0,,8.0,,,,,,,,,,,,
E9PMG2,,,,,,,3.0,,2.0,,,,,,,,,,,,
E9PMM9,,,,,,,,,3.0,,,7.0,,,,,,,,,
E9PMU0,,,,,,,4.0,,,,,,,,,,,,,,
E9PN04,,,,,,,,,2.0,,,,,,,,,,,,
E9PN18,,,,,,,,,4.0,,,,,,,,,,,,
E9PN25,,,,,,,,91.0,77.0,,,12.0,,,,,,,,,
E9PN81,,,,,,,2.0,,,,,,,,,,,,,,
E9PN86,,,,,,,,,,4.0,2.0,2.0,,,,,,,,,
E9PN89,,,,,,,55.0,58.0,102.0,38.0,48.0,21.0,,,,,,,,,
E9PNE6,,,,,,,233.0,121.0,165.0,30.0,174.0,42.0,,,,,,,,,
E9PNF3,,,,,,,,,,3.0,,,,,,,,,,,
E9PNJ7,,,,,,,,,3.0,,,,,,,,,,,,
E9PNQ8,,,,,,,5.0,,6.0,,,,,,,,,,,,
E9PNS6,,,,,,,3.0,7.0,9.0,,4.0,,,,,,,,,,
E9PP22,,,,,,,,,12.0,,,2.0,,,,,,,,,
E9PP36,,,,,,,,,4.0,,,,,,,,,,,,
E9PP50,,,,,,,,,281.0,,,18.0,,,,,,,,,
E9PP73,,,,,,,7.0,5.0,,,,,,,,,,,,,
E9PPH5,,,,,,,,,,,,4.0,,,,,,,,,
E9PPJ0,,,,,,,18.0,,,,,,,,,,,,,,
E9PPQ8,,,,,,,7.0,19.0,,,,,,,,,,,,,
E9PPT0,,,,,,,,,,,,6.0,,,,,,,,,
E9PPU1,,,,,,,29.0,,16.0,,,,,,,,,,,,
E9PPY6,,,,,,,,,80.0,13.0,,12.0,,,,,,,,,
E9PPZ7,,,,,,,,,,,,9.0,,,,,,,,,
E9PQ57,,,,,,,,,,4.0,,3.0,,,,,,,,,
E9PQB7,,,,,,,33.0,192.0,278.0,,,,,,,,,,,,
E9PQD7,,,,,,,,,3.0,,,8.0,,,,,,,,,
E9PQQ4,,,,,,,,,,,,13.0,,,,,,,,,
E9PQV8,,,,,,,,,,5.0,4.0,4.0,,,,,,,,,
E9PQW4,,,,,,,2.0,,,,,,,,,,,,,,
E9PQZ1,,,,,,,,,3.0,,,,,,,,,,,,
E9PR30,,,,,,,,,,5.0,2.0,,,,,,,,,,
E9PR62,,,,,,,2.0,,,,,,,,,,,,,,
E9PRC8,,,,,,,,4.0,4.0,,,,,,,,,,,,
E9PRM1,,,,,,,5.0,,3.0,,,,,,,,,,,,
E9PRV8,,,,,,,5.0,,,,,,,,,,,,,,
E9PRY8,,,,,,,8.0,3.0,5.0,6.0,9.0,4.0,,,,,,,,,
E9PS08,,,,,,,6.0,,,,,,,,,,,,,,
E9PS23,,,,,,,12.0,30.0,19.0,,,8.0,,,,,,,,,
E9PS65,,,,,,,167.0,13.0,62.0,8.0,136.0,15.0,,,,,,,,,
E9PSD5,,,,,,,32.0,,,3.0,,,,,,,,,,,
E9PSF4,,,,,,,,,13.0,7.0,8.0,27.0,,,,,,,,,
F2Z3J2,,,,,,,,,,,4.0,,,,,,,,,,
F2Z3K5,,,,,,,9.0,13.0,3.0,2.0,,,,,,,,,,,
F5GWA7,,,,,,,6.0,,,13.0,7.0,4.0,,,,,,,,,
F5GWF6,,,,,,,,,,15.0,15.0,27.0,,,,,,,,,
F5GWI4,,,,,,,186.0,251.0,78.0,,25.0,18.0,,,,,,,,,
F5GX11,,,,,,,,5.0,,,,,,,,,,,,,
F5GX28,,,,,,,3.0,,,,,,,,,,,,,,
F5GXD8,,,,,,,,,2.0,,,,,,,,,,,,
F5GXG4,,,,,,,4.0,,,,,,,,,,,,,,
F5GXH2,,,,,,,,,,,,19.0,,,,,,,,,
F5GXS2,,,,,,,12.0,3.0,5.0,5.0,,,,,,,,,,,
F5GXW0,,,,,,,184.0,284.0,54.0,32.0,24.0,,,,,,,,,,
F5GXY2,,,,,,,14.0,6.0,41.0,14.0,20.0,21.0,,,,,,,,,
F5GY37,,,,,,,,,3.0,15.0,,,,,,,,,,,
F5GY55,,,,,,,,,3.0,3.0,,5.0,,,,,,,,,
F5GY56,,,,,,,20.0,3.0,31.0,,,5.0,,,,,,,,,
F5GYD4,,,,,,,158.0,248.0,31.0,8.0,14.0,,,,,,,,,,
F5GYL3,,,,,,,,,,3.0,4.0,12.0,,,,,,,,,
F5GYR3,,,,,,,3.0,,,,,,,,,,,,,,
F5GYU2,,,,,,,12.0,3.0,31.0,,,20.0,,,,,,,,,
F5GZ03,,,,,,,6.0,,,2.0,,,,,,,,,,,
F5GZ34,,,,,,,,7.0,2.0,,,,,,,,,,,,
F5GZ39,,,,,,,,,3.0,,,9.0,,,,,,,,,
F5GZI0,,,,,,,5.0,,,2.0,6.0,,,,,,,,,,
F5GZQ4,,,,,,,,,4.0,,,7.0,,,,,,,,,
F5GZY8,,,,,,,,,2.0,,,,,,,,,,,,
F5H018,,,,,,,27.0,,23.0,,34.0,,,,,,,,,,
F5H037,,,,,,,,,3.0,,,,,,,,,,,,
F5H039,,,,,,,3.0,,,,,,,,,,,,,,
F5H0C5,,,,,,,2.0,,,4.0,6.0,,,,,,,,,,
F5H0C8,,,,,,,177.0,402.0,77.0,26.0,5.0,14.0,,,,,,,,,
F5H0E2,,,,,,,,,,3.0,,,,,,,,,,,
F5H0J3,,,,,,,,,2.0,,,3.0,,,,,,,,,
F5H0N8,,,,,,,,4.0,,,,,,,,,,,,,
F5H0U6,,,,,,,,12.0,7.0,,,4.0,,,,,,,,,
F5H120,,,,,,,,,,,,3.0,,,,,,,,,
F5H136,,,,,,,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,
F5H169,,,,,,,5.0,,,,,,,,,,,,,,
F5H1C3,,,,,,,38.0,53.0,29.0,,,11.0,,,,,,,,,
F5H1C6,,,,,,,,,11.0,,,,,,,,,,,,
F5H1U3,,,,,,,8.0,,3.0,,,,,,,,,,,,
F5H1Y3,,,,,,,22.0,,,,,2.0,,,,,,,,,
F5H238,,,,,,,,,,2.0,,4.0,,,,,,,,,
F5H282,,,,,,,18.0,,,4.0,,,,,,,,,,,
F5H296,,,,,,,,,5.0,,,,,,,,,,,,
F5H2D2,,,,,,,,,,,3.0,,,,,,,,,,
F5H2F4,,,,,,,33.0,15.0,15.0,9.0,4.0,15.0,,,,,,,,,
F5H2G6,,,,,,,,,5.0,,,,,,,,,,,,
F5H2I0,,,,,,,8.0,,2.0,,,,,,,,,,,,
F5H2R5,,,,,,,9.0,,5.0,,,6.0,,,,,,,,,
F5H2V6,,,,,,,5.0,,,4.0,,,,,,,,,,,
F5H3P3,,,,,,,23.0,9.0,12.0,4.0,5.0,8.0,,,,,,,,,
F5H3X6,,,,,,,,,,13.0,7.0,,,,,,,,,,
F5H423,,,,,,,4.0,31.0,9.0,6.0,3.0,6.0,,,,,,,,,
F5H4J1,,,,,,,4.0,3.0,,,,,,,,,,,,,
F5H5D3,,,,,,,218.0,341.0,218.0,181.0,98.0,225.0,,,,,,,,,
F5H5P2,,,,,,,,,3.0,,,,,,,,,,,,
